50904,https://www.airbnb.com/rooms/50904,2018-10-16,super cosy suite - fashion district,"Decorated in a vintage style combined with a few new objects which quarantees you a warm and cosy room. Aplace Antwerp is located on a charming little square in the very center of Antwerp (fashion district area). Literally around the corner of everything you want to see in this beautifull city. This suite has been completely renovated since december 2012. It is being decorated in a vintage style combined with a few new objects which quarantees you a warm and cosy room. It has a small sitting corner with sofa, digital tv, a docking station, dvd-player, a shared kitchinette with Illy espresso machine, a perculator and a little fridge and a microwave. The bathroom has a walk-in / rainshower. This suite is situated in the back of the building and is extremely cosy. Aplace is situated in the middle of the old town of Antwerp. On the corner of ‘de Groenplaats’ and the Big Market, the designer shops and the ‘Kloosterstraat’, known for its antique en curiosa. The ideal spot to discover Antwerp",$140.00
116134,https://www.airbnb.com/rooms/116134,2018-10-16,Trendy Vacation Apartment Antwerp,"Enjoy your stay at our 4 person apartment in the trendy old harbour of Antwerp. It entails all the luxury and comfort you need for a short or longer stay in the vibrant city. You'll have the chance to stay in a very nice, new modern apartment, for 4 guests, ideally located, at the Antwerp Marina (neighbourhood 't Eilandje), between the new MAS museum and the Red Star Line museum. It is located 15 minutes walk to the historic city center, in a lively trendy, upcoming neighbourhood, with plenty of restaurants, cafés, art galleries, ... We'll be glad to advice you on the nice places in this area.  A spacious, completely new apartment, with all amenities : 2 bedrooms, each with a kingsize boxspring bed, 2 bathrooms, 2 terraces, 2 toilets, a spacious living room, a fully equipped kitchen (microwave, oven, dishwasher, Nespresso machine, etc, ... Flatscreen tv, stereo, dvd, ipod connection, wireless WiFi internet, ,  There is a parking space inside the building for our guests. You can find in",$150.00
156181,https://www.airbnb.com/rooms/156181,2018-10-16,"Duplex appartement, centraal & vervoer nabij","My home is a 2,5 floor apartment in the middle of Antwerp with a duplex bedroom: just an easy stroll (about 5 min) away from the Meir (Antwerp's main shopping street), restaurants, trams, buses, train station and rental bikes.  I gave my place the name ""Meraki"", which means ""doing it with love, passion and a lot of soul"". Take a look around, and do let me know if you have any more questions! You'll be staying in a 2,5 floor apartment in the middle of Antwerp: just 5 min walk from the Meir (Antwerp's main shopping street),  restaurants, trams, busses, train station and rental bikes. --- What does it look like? --- Well, it's located in a typical old mansion (think: wooden floors, authentic elements, and very light: I love sunshine! The apartment starts on the second floor of the house, please keep in mind there are some steps to climb (that's the way it goes in old mansions :)).  1st floor: laundry room, 2nd floor: living room & kitchen,  3rd floor: the bathroom (shower + toilet) and yo",$60.00
213985,https://www.airbnb.com/rooms/213985,2018-10-16,"Cosy, retro & near the city centre","The appartement is very cosy and charming. A lot of light, wooden floors, filled with books, cd's, movies and a piano. The living room has a very wide window with a beautiful view of Antwerp city life. The appartement is very cosy. A lot of light, wooden floors, filled with books, cd's, movies and a piano. The living room has a very wide window with a beautiful view of Antwerp city life. The appartement is on the second floor and there is an elevator. The street has vey nice trees and the park is just arround the corner. You can park your car here for 3,5 euros a day. The beautiful Antwerp train station is also very near (walking distance) The city centre is just two bycicle steps away. If you don't feel like walking or riding your bike: the tram stops at te corner of the street. Just two stops and you are in the heart of Antwerp. It will take you 4 minutes.  The appartement has wifi for you to use, free of charge. I have a washing machine and dryer that you can use. The room you will ",$40.00
224333,https://www.airbnb.com/rooms/224333,2018-10-16,Antique house with terrace+garden near trams+parks,"Large bedroom in classic 1930s house. Kitchen, 2 bathrooms, terrace and garden for common use. Parks and free outdoor swimming pool nearby at 200 meters.  Minimum period of stay 14 days. Live conversation before booking preferred. Bedroom is fully furnished, including mattress. Complete bathroom on the same floor. Ground floor: fully equipped kitchen for common use. You are welcome as well to enjoy garden and terrace on the ground floor. Tram stop to city centre (10 minutes) at 50 meters. My house is too big for me currently to use the second floor and the entire first floor as well, so I am looking for students or professionals to rent these (furnished) spaces out to. Currently 4 people are living in the house. Most of us are young foreign professionals. Pictures show only one of the bathrooms and the room on the 1st floor (the one with antique furniture). Second floor: 2 big bedrooms (20 and 25m²) and 1 bathroom. First floor: 2 big bedrooms (20m² each) and 1 bathroom. Ground floor: k",$25.00
224682,https://www.airbnb.com/rooms/224682,2018-10-16,APARTMENT ROSCAM - OLD CENTRE ANTWERP,"Apartment ""Roscam"" is a charming self catering guest apartment situated on the Vrijdagmarkt, a peaceful square in the fashion district area, right in the old city center of Antwerp.  A cosy living room (incl. double sofa bed), one comfortable bedroom with a double bed, a fully equipped kitchen (coffee, tea, boiler, microwave, toaster), and a bathroom with a shower. The apartment is perfect for a couple and could host up to four people.   The flat is very cozy and warm with many windows and natural light surrounded by lots of museums, galleries, bars, restaurants and antiques shops. Everything you are looking for in Antwerp is there to be discovered! The apartment is on the first floor but there is no elevator. We will welcome the guests and let them free to use the apartment. We will not be present during your stay. There is a paid parking lot around the corner. In case you come by train, it takes a thirty minutes walk from the station to the apartment, or you can take the subway from ",$105.00
328911,https://www.airbnb.com/rooms/328911,2018-10-16,Large Modern Apt W Great Park Views,"Great sunny space with authentic artistic feeling in a quiet green surrounding, but right in the center of Antwerp. The Asian altar and shrines welcome the guest to feel at home in his sacred sanctuary. There is a luxurious bathroom and hyper installed kitchen. This bright, 110 square meter-apartment has a superb view on Central Park. The fuzz and the buzz is just 5 steps away: park, bakery, supermarket, restaurants, cafés, cinema, shopping street, club... At 2 km away direction North you have Antwerp North, known for its Maritime Museum, The red light district and its new Park Spoor Noord. At 3 km to the South, you find Antwerp's Art district ""The South"" where you have lots of bars where they play live music at night. This location guarantees you an entertaining stay with wifi, hifi in the house. Kitchen and bathroom have been renovated three years ago so together with a dishwasher and a rain shower you can chill and relax. Feel free to use the washing machine. Please be respectful to",$65.00
345959,https://www.airbnb.com/rooms/345959,2018-10-16,Marleen's home in Antwerp city,"your entire, private groundfloor 2-bedroom apartment and garden We welcome you on the ground floor of our house, situated in a quiet residential area of Antwerp. We live near “Elixir d’Anvers” (a delicious liquor), near the cultural center De Singel and near Antwerp Expo. You can walk to the city center, take a tram or rent a city bike.   You have lots of space, making our house suitable for longer stays. We prefer stays of minimum 3 nights.  You're welcome for 1 or 2 nights too, but we only take these short term stays max. 2 weeks in advance. Our flat provides one double and one single room. You get to the single room through the double room, so we only accommodate for a single party of maximum three people. You have your own bathroom with shower and toilet, a full blown kitchen, a very cosy living-room (the library) and a small dining-room.  And ...  your own private garden. We, the owners, live on the first floor and we will look after you or leave you in peace.  The entire groundfl",$45.00
363155,https://www.airbnb.com/rooms/363155,2018-10-16,1-bedroom apartment with court yard,"Big one-bedroom apartment with court yard. Living room, dining room, fully equiped kitchen with cupola, bathroom, bedroom, seperate toilet. Very sunny and cosy place in the centre of Antwerp. Close to the central station (5 min. walk) and the Roosevelplaats (bus and metro station).  Newly renovated apartment, retrostyle decorated.  Digital tv, surround sound system, big flat screen tv, free WiFi, Nespresso-machine...  Walking distance to the Zoo, cinema, the opera, shopping streets, ...  The apartment is completely yours, private.  Towels, soap, shampoo and bed linen are provided. Access to the private court yard. If you want we can provide you with lots of information, shops nearby, restaurants, pubs, ...  Yves will show you around if you want. Metro, bus, train, everything within max. 5 minutes walking time. There's a VELO-station around the corner.",$80.00
366252,https://www.airbnb.com/rooms/366252,2018-10-16,ROOM IN FAMILY HOME near C. Station,"In the Antwerp district of Borgerhout, we live with more than one hundred nationalities, all of them of the human race  If one race is all you need, please come and stay with us! SHORT AND LONG TERM free use of bike   A GREAT CITY, WHERE EVERYTHING IS AT WALKING DISTANCE Trams and buses at 50 meter. Less than 15 minutes walk to the Antwerp Central Station, the ZOO and the main shopping street. (Meir) Less than 30 min to historical center: City Hall, Grote Markt (main square), Plantin Museum (16th century printer's work shop) 30 minutes to  MAS brand new museum, the pride of Antwerp 30 minutes to Kloosterstraat (vintage and second hand shops 35 minutes to M HKA (museum of contemporary art) We have quiet bedrooms in the back of the apartment. One bedroom has a sunny balcony. (Belgian Climate)  Towels, soap and shampoo are vailabe Bread, coffee and tea are available. In the neighbourhood you will find all kinds of breakfast corners. There is a piano in the living room. Your hostess Lieve ",$31.00
